participant_id,age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster,engagement_total,support_plus_upbringing,internal_drive,guidance_x_support,age_x_focus,age_x_consistency,activity_balance,hobby_x_creative,focus_sq,consistency_sq,focus_per_consistency
643,1.37249230407833,0.9713970197851501,-0.8459455255889599,2.261525108923284,1.4677747461815782,1.1056263621287277,1.5193686901676675,-1.9141557995922822,1.2769138514382943,1.5100036673284183,-0.496927903724442,-0.4302989515768445,Cluster_E,1.4545311517301005,0.06435474234200388,1.7239791724090394,-0.5596159808346246,1.7530842595004206,1.3630567545729861,1.4535452559065487,-0.2809286996777417,1.7169183866192332,1.141936049860215,-0.24413131699754373
1753,-0.4057520424857383,0.9713970197851501,2.061169068036813,0.23847272016001891,-1.2764397236639946,0.5163737765288346,-0.6578240471287728,-1.0199482184884885,-0.7827288111261719,-0.6619038631973444,-0.496927903724442,2.32275086235795,Cluster_E,-1.149603703917707,-0.6120772472198293,-0.20123921828476032,-0.5596159808346246,-1.2778463111747274,0.45233391101788745,-0.1735068649531515,-0.2809286996777417,-1.0385925532780587,0.2963175391012076,-0.513226913013958
1402,0.48337013079629576,-1.028907069395681,1.0921308701615555,1.2499989145416515,-1.103343041267533,1.2234768792487063,-0.6578240471287728,-1.9141557995922822,-0.7827288111261719,-0.6619038631973444,-0.496927903724442,-0.4302989515768445,Cluster_E,-1.149603703917707,-0.6120772472198293,0.38536444283085,-0.5596159808346246,-1.074285806135636,1.3132515990660667,-0.1735068649531515,-0.2809286996777417,-0.9885668574696093,1.3346584081262212,-0.5089866056092908
2033,0.48337013079629576,0.9713970197851501,-0.8459455255889599,-0.7730534742216136,1.067837359331333,1.2234768792487063,1.5193686901676675,-0.1257406373846946,-0.7827288111261719,-0.6619038631973444,-0.496927903724442,-0.4302989515768445,Cluster_E,-1.149603703917707,-0.6120772472198293,1.5984946969042928,1.151887410590854,1.1514947095473556,1.3132515990660667,-0.1735068649531515,-0.2809286996777417,1.0545673854552315,1.3346584081262212,-0.29586404508440206
991,-0.4057520424857383,-1.028907069395681,-0.8459455255889599,-1.7845796686032462,-1.5261253301137288,0.5163737765288346,1.5193686901676675,-0.1257406373846946,-0.7827288111261719,-0.6619038631973444,2.011312412436132,-0.4302989515768445,Cluster_E,0.15246372390619672,-1.2885092367816624,-0.4387265652488344,1.151887410590854,-1.518754185220199,0.45233391101788745,-1.8005589858128517,-0.2809286996777417,-1.0813923493207247,0.2963175391012076,-0.5450887179959526
1456,-1.2948742157677724,0.9713970197851501,0.12309267228629779,1.2499989145416515,-0.932641619424118,-1.1335334631508658,1.5193686901676675,0.7684669437190993,1.2769138514382943,1.5100036673284183,-0.496927903724442,2.32275086235795,Cluster_B,1.4545311517301005,1.4172187214656702,-1.3808289275212247,2.007639106303593,-0.9929773124140201,-1.1770061762799062,1.4535452559065487,-0.2809286996777417,-0.9229106732323764,-1.025207203294264,-0.23806431692606442
276,1.37249230407833,0.9713970197851501,0.12309267228629779,-0.7730534742216136,-0.17632573220064054,-0.6621313946709514,-0.6578240471287728,-0.1257406373846946,1.2769138514382943,-0.6619038631973444,-0.496927903724442,2.32275086235795,Cluster_C,0.15246372390619672,-0.6120772472198293,-0.5663334928486773,-0.5596159808346246,-0.0315053737207165,-0.5579992435510501,-0.1735068649531515,-0.2809286996777417,-0.43700814342329314,-0.8049530795616855,-0.17720732523197977
787,0.48337013079629576,-1.028907069395681,1.0921308701615555,2.261525108923284,-1.2570970538298434,0.7520748107687918,1.5193686901676675,0.7684669437190993,1.2769138514382943,-0.6619038631973444,2.011312412436132,2.32275086235795,Cluster_E,1.4545311517301005,2.0936507110275033,0.005523240376935799,2.007639106303593,-1.231906372936476,0.8294300884274205,-1.8005589858128517,3.5577613180616856,-1.0338296078708655,0.6109662872906056,-0.5160060792601028
1538,-0.4057520424857383,0.9713970197851501,-0.8459455255889599,0.23847272016001891,-0.21334709142742048,0.1628222251688988,1.5193686901676675,-0.1257406373846946,-0.7827288111261719,-0.6619038631973444,-0.496927903724442,2.32275086235795,Cluster_E,-1.149603703917707,0.06435474234200388,0.09882322935236142,1.151887410590854,-0.2521268490595735,0.11081284468472546,-0.1735068649531515,-0.2809286996777417,-0.4681993474158845,-0.11665894289737727,-0.343877694049565
361,1.37249230407833,-1.028907069395681,-0.8459455255889599,0.23847272016001891,1.0577863229317979,0.398523259408856,-0.6578240471287728,1.6626745248228931,1.2769138514382943,-0.6619038631973444,-0.496927903724442,-0.4302989515768445,Cluster_D,0.15246372390619672,1.4172187214656702,0.9070366377667904,-0.5596159808346246,1.3080621337285296,0.5946343553233716,-0.1735068649531515,-0.2809286996777417,1.039067626665783,0.15079249306361106,-0.19677650656648424
